ANO,CODIGO DEPARTAMENTO,DEPARTAMENTO,MUNICIPIO,GRUPO POBLACIONAL,BIOLOGICO,META,DOSIS APLICADAS,COBERTURA,TIPO DOSIS,REGION
2019,91.0,AMAZONAS,,RECIÉN NACIDO HASTA 11 MESES,BCG,1611.0,1353.0,84.0,Dosis Unica,AMAZONIA
2019,5.0,ANTIOQUIA,,RECIÉN NACIDO HASTA 11 MESES,BCG,74381.0,69840.0,93.9,Dosis Unica,ANDINA
2019,81.0,ARAUCA,,RECIÉN NACIDO HASTA 11 MESES,BCG,4287.0,4873.0,113.7,Dosis Unica,LLANOS
2019,8.0,ATLANTICO,,RECIÉN NACIDO HASTA 11 MESES,BCG,19832.0,21160.0,106.7,Dosis Unica,CARIBE
2019,8001.0,BARRANQUILLA,,RECIÉN NACIDO HASTA 11 MESES,BCG,20373.0,20833.0,102.3,Dosis Unica,CARIBE
2019,11.0,BOGOTA D.C.,,RECIÉN NACIDO HASTA 11 MESES,BCG,98914.0,99950.0,101.0,Dosis Unica,ANDINA
2019,13.0,BOLIVAR,,RECIÉN NACIDO HASTA 11 MESES,BCG,20480.0,9307.0,45.4,Dosis Unica,CARIBE
2019,13001.0,CARTAGENA,,RECIÉN NACIDO HASTA 11 MESES,BCG,18494.0,18639.0,100.8,Dosis Unica,CARIBE
2019,15.0,BOYACA,,RECIÉN NACIDO HASTA 11 MESES,BCG,13869.0,13225.0,95.4,Dosis Unica,ANDINA
2019,17.0,CALDAS,,RECIÉN NACIDO HASTA 11 MESES,BCG,9282.0,8355.0,90.0,Dosis Unica,ANDINA
2019,18.0,CAQUETA,,RECIÉN NACIDO HASTA 11 MESES,BCG,7487.0,7160.0,95.6,Dosis Unica,AMAZONIA
2019,85.0,CASANARE,,RECIÉN NACIDO HASTA 11 MESES,BCG,6513.0,6365.0,97.7,Dosis Unica,LLANOS
2019,19.0,CAUCA,,RECIÉN NACIDO HASTA 11 MESES,BCG,21088.0,15193.0,72.0,Dosis Unica,PACIFICO
2019,20.0,CESAR,,RECIÉN NACIDO HASTA 11 MESES,BCG,22036.0,21041.0,95.5,Dosis Unica,CARIBE
2019,27.0,CHOCO,,RECIÉN NACIDO HASTA 11 MESES,BCG,10459.0,8314.0,79.5,Dosis Unica,PACIFICO
2019,23.0,CORDOBA,,RECIÉN NACIDO HASTA 11 MESES,BCG,30290.0,24127.0,79.7,Dosis Unica,CARIBE
2019,25.0,CUNDINAMARCA,,RECIÉN NACIDO HASTA 11 MESES,BCG,33896.0,19095.0,56.3,Dosis Unica,ANDINA
2019,94.0,GUAINIA,,RECIÉN NACIDO HASTA 11 MESES,BCG,802.0,991.0,123.6,Dosis Unica,AMAZONIA
2019,95.0,GUAVIARE,,RECIÉN NACIDO HASTA 11 MESES,BCG,1316.0,1311.0,99.6,Dosis Unica,AMAZONIA
2019,41.0,HUILA,,RECIÉN NACIDO HASTA 11 MESES,BCG,19108.0,17681.0,92.5,Dosis Unica,ANDINA
2019,44.0,LA GUAJIRA,,RECIÉN NACIDO HASTA 11 MESES,BCG,20021.0,22126.0,110.5,Dosis Unica,CARIBE
2019,47.0,MAGDALENA,,RECIÉN NACIDO HASTA 11 MESES,BCG,16542.0,12483.0,75.5,Dosis Unica,CARIBE
2019,47001.0,SANTA MARTA,,RECIÉN NACIDO HASTA 11 MESES,BCG,8754.0,9280.0,106.0,Dosis Unica,CARIBE
2019,50.0,META,,RECIÉN NACIDO HASTA 11 MESES,BCG,15295.0,15102.0,98.7,Dosis Unica,LLANOS
2019,52.0,NARIÑO,,RECIÉN NACIDO HASTA 11 MESES,BCG,20024.0,17141.0,85.6,Dosis Unica,PACIFICO
2019,54.0,NORTE DE SANTANDER,,RECIÉN NACIDO HASTA 11 MESES,BCG,22545.0,19759.0,87.6,Dosis Unica,ANDINA
2019,86.0,PUTUMAYO,,RECIÉN NACIDO HASTA 11 MESES,BCG,4724.0,4108.0,87.0,Dosis Unica,AMAZONIA
2019,63.0,QUINDIO,,RECIÉN NACIDO HASTA 11 MESES,BCG,5600.0,5454.0,97.4,Dosis Unica,ANDINA
