ANO,CODIGO DEPARTAMENTO,DEPARTAMENTO,MUNICIPIO,GRUPO POBLACIONAL,BIOLOGICO,META,DOSIS APLICADAS,COBERTURA,TIPO DOSIS,REGION
2017,91.0,AMAZONAS,,RECIÉN NACIDO HASTA 11 MESES,BCG,1720.0,1571.0,91.3,Dosis Unica,AMAZONIA
2017,5.0,ANTIOQUIA,,RECIÉN NACIDO HASTA 11 MESES,BCG,77985.0,77253.0,99.1,Dosis Unica,ANDINA
2017,81.0,ARAUCA,,RECIÉN NACIDO HASTA 11 MESES,BCG,4561.0,4768.0,104.5,Dosis Unica,LLANOS
2017,8.0,ATLANTICO,,RECIÉN NACIDO HASTA 11 MESES,BCG,20423.0,20448.0,100.1,Dosis Unica,CARIBE
2017,8001.0,BARRANQUILLA,,RECIÉN NACIDO HASTA 11 MESES,BCG,21962.0,21887.0,99.7,Dosis Unica,CARIBE
2017,11.0,BOGOTA D.C.,,RECIÉN NACIDO HASTA 11 MESES,BCG,104937.0,109138.0,104.0,Dosis Unica,ANDINA
2017,13.0,BOLIVAR,,RECIÉN NACIDO HASTA 11 MESES,BCG,21542.0,10386.0,48.2,Dosis Unica,CARIBE
2017,13001.0,CARTAGENA,,RECIÉN NACIDO HASTA 11 MESES,BCG,18943.0,19908.0,105.1,Dosis Unica,CARIBE
2017,15.0,BOYACA,,RECIÉN NACIDO HASTA 11 MESES,BCG,16003.0,15080.0,94.2,Dosis Unica,ANDINA
2017,17.0,CALDAS,,RECIÉN NACIDO HASTA 11 MESES,BCG,10096.0,9410.0,93.2,Dosis Unica,ANDINA
2017,18.0,CAQUETA,,RECIÉN NACIDO HASTA 11 MESES,BCG,8488.0,7608.0,89.6,Dosis Unica,AMAZONIA
2017,85.0,CASANARE,,RECIÉN NACIDO HASTA 11 MESES,BCG,7346.0,6542.0,89.1,Dosis Unica,LLANOS
2017,19.0,CAUCA,,RECIÉN NACIDO HASTA 11 MESES,BCG,21816.0,17990.0,82.5,Dosis Unica,PACIFICO
2017,20.0,CESAR,,RECIÉN NACIDO HASTA 11 MESES,BCG,23054.0,21378.0,92.7,Dosis Unica,CARIBE
2017,27.0,CHOCO,,RECIÉN NACIDO HASTA 11 MESES,BCG,11015.0,9249.0,84.0,Dosis Unica,PACIFICO
2017,23.0,CORDOBA,,RECIÉN NACIDO HASTA 11 MESES,BCG,31722.0,26405.0,83.2,Dosis Unica,CARIBE
2017,25.0,CUNDINAMARCA,,RECIÉN NACIDO HASTA 11 MESES,BCG,35365.0,18824.0,53.2,Dosis Unica,ANDINA
2017,94.0,GUAINIA,,RECIÉN NACIDO HASTA 11 MESES,BCG,833.0,1097.0,131.7,Dosis Unica,AMAZONIA
2017,95.0,GUAVIARE,,RECIÉN NACIDO HASTA 11 MESES,BCG,1367.0,1328.0,97.1,Dosis Unica,AMAZONIA
2017,41.0,HUILA,,RECIÉN NACIDO HASTA 11 MESES,BCG,20242.0,20245.0,100.0,Dosis Unica,ANDINA
