ANO,CODIGO DEPARTAMENTO,DEPARTAMENTO,MUNICIPIO,GRUPO POBLACIONAL,BIOLOGICO,META,DOSIS APLICADAS,COBERTURA,TIPO DOSIS,REGION
2009,5001,ANTIOQUIA,Medellín,Población Menor de 1 año,VOP,28948.0,28650,98.97056791488185,1ra Dosis,None
2009,5002,ANTIOQUIA,Abejorral,Población Menor de 1 año,VOP,364.0,300,82.41758241758241,1ra Dosis,None
2009,5004,ANTIOQUIA,Abriaquí,Población Menor de 1 año,VOP,40.0,28,70.0,1ra Dosis,None
2009,5021,ANTIOQUIA,Alejandría,Población Menor de 1 año,VOP,51.0,53,103.921568627451,1ra Dosis,None
2009,5030,ANTIOQUIA,Amagá,Población Menor de 1 año,VOP,558.0,380,68.10035842293907,1ra Dosis,None
2009,5031,ANTIOQUIA,Amalfi,Población Menor de 1 año,VOP,480.0,413,86.04166666666667,1ra Dosis,None
2009,5034,ANTIOQUIA,Andes,Población Menor de 1 año,VOP,862.0,596,69.1415313225058,1ra Dosis,None
2009,5036,ANTIOQUIA,Angelópolis,Población Menor de 1 año,VOP,129.0,92,71.31782945736434,1ra Dosis,None
2009,5038,ANTIOQUIA,Angostura,Población Menor de 1 año,VOP,294.0,189,64.28571428571429,1ra Dosis,None
2009,5040,ANTIOQUIA,Anorí,Población Menor de 1 año,VOP,325.0,326,100.30769230769229,1ra Dosis,None
2009,5042,ANTIOQUIA,Santafé de Antioquia,Población Menor de 1 año,VOP,499.0,341,68.33667334669339,1ra Dosis,None
2009,5044,ANTIOQUIA,Anzá,Población Menor de 1 año,VOP,164.0,132,80.48780487804879,1ra Dosis,None
2009,5045,ANTIOQUIA,Apartadó,Población Menor de 1 año,VOP,3866.0,2891,74.7801345059493,1ra Dosis,None
2009,5051,ANTIOQUIA,Arboletes,Población Menor de 1 año,VOP,885.0,537,60.67796610169491,1ra Dosis,None
2009,5055,ANTIOQUIA,Argelia,Población Menor de 1 año,VOP,236.0,181,76.69491525423729,1ra Dosis,None
2009,5059,ANTIOQUIA,Armenia,Población Menor de 1 año,VOP,93.0,71,76.34408602150538,1ra Dosis,None
